"","Acss1","Adcyap1","Adgrl2","Aqp4","Arc","Arf5","Arhgap24","Arl4d","Arx","Batf3","Bcl6","Bdnf","Bgn","Btg2","Calb2","Car12","Car4","Cbln4","Cck","Cdh13","Cdk6","Chat","Chodl","Chrna6","Col6a1","Cplx3","Cpne5","Crh","Crispld2","Csrnp1","Ctgf","Ctxn3","Cux2","Cxcl14","Ddit4l","Deptor","Egr1","Egr2","Egr4","Enpp2","eRNA1","eRNA2","eRNA3","eRNA4","eRNA5","Fam19a1","Flt1","Fos","Fosb","Fosl1","Fosl2","Foxp2","Frmd7","Frmpd3","Gad1","Gad2","Gda","Gpc3","Gpr3","Gpx3","Homer1","Hsd11b1","Htr3a","Igf1","Igtp","Itgam","Junb","Kcna1","Kcnip2","Kcnk2","Lhx6","Lmo2","Mab21l1","Mdga1","Mgp","Mog","Mybpc1","Myh8","Myl4","Mylk","Myo1c","Ndnf","Nectin3","Nectin4","Ngb","Nos1","Nov","Npas4","Nptx2","Npy","Nr4a2","Nrn1","Obox3","Osgin2","Otof","Parm1","Pax6","Pcdhac1","Pcdhac2","Pcdhgc3","Pcdhgc4","Pcdhgc5","Pcp4","Pde1a","Pde1c","Pdgfra","Pdzrn3","Penk","Plcxd2","Pnoc","Ppm1h","Prok2","Prss22","Ptgs2","Pthlh","Pvalb","Qrfpr","Rasgrf2","Reln","Rerg","Rgs10","Rgs12","Rgs2","Rorb","Rprm","Rspo2","Scnn1a","Sema3c","Sema3e","Serpinb11","Serpine1","Sla","Slc17a7","Slc25a36","Slc5a7","Smad3","Sncg","Spp1","Sst","Stac","Sulf2","Synpr","Syt17","Syt6","Tacr1","Tacr3","Tacstd2","Tbr1","Tcerg1l","Th","Thsd7a","Tnfaip6","Tnfaip8l3","Tnmd","Tpbg","Tph2","Ucma","Vgf","Vip","Wt1","Wfs1","Tnnc1","Sccpdh","Rbp4","Etv1","Drd1"
"3867x5191",0,0,11,0,3,1,0,3,26,3,16,9,0,0,0,0,1,0,12,12,0,3,0,0,5,4,4,0,0,0,0,0,23,0,0,0,55,12,27,0,0,0,19,5,0,15,4,12,2,0,0,0,0,0,0,0,8,0,0,0,32,0,0,0,0,0,1,0,0,0,0,0,4,8,0,0,0,0,0,3,0,0,0,2,0,0,6,9,1,0,2,19,0,4,8,0,0,2,0,0,0,8,0,4,0,0,15,0,6,0,15,17,0,0,1,0,0,0,0,0,0,1,2,4,0,5,0,0,0,0,0,0,73,0,0,4,0,0,6,0,1,1,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,15,7,11,28,6,0
"3843x3447",0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,41,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3902x6520",3,5,2,0,6,10,2,4,27,0,23,0,0,0,0,0,0,0,9,0,1,0,0,2,0,7,7,0,0,0,0,2,1,0,0,18,85,14,22,5,0,0,50,0,0,4,0,89,10,0,0,0,0,0,0,0,16,0,0,0,34,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,4,1,0,3,0,19,20,0,3,2,3,0,0,0,0,0,2,34,19,0,0,2,0,10,0,15,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6,113,9,0,1,0,0,5,0,0,9,14,1,0,0,6,0,0,0,0,0,0,3,0,10,0,0,0,0,12,9,1,5,35,0
"3927x793",2,7,90,0,12,11,0,23,26,0,5,9,2,0,0,0,0,0,26,3,0,0,18,0,19,0,9,0,7,0,0,0,1,4,0,0,24,0,8,0,0,7,23,0,0,0,0,0,16,0,1,0,0,0,0,0,9,0,0,0,16,0,0,1,0,0,0,2,0,0,0,0,1,1,0,5,2,0,1,0,0,0,10,1,2,20,24,0,1,0,0,8,0,16,12,7,1,1,0,2,0,9,0,27,0,0,0,0,0,0,15,5,0,13,1,0,0,0,0,0,0,2,24,0,0,3,0,0,0,0,0,27,118,1,0,6,0,1,0,0,0,0,5,0,0,0,0,0,8,0,0,9,21,0,0,0,0,0,0,0,14,0,13,14,4,0
"3941x1810",0,0,6,0,3,1,0,11,14,0,8,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0,0,10,10,3,7,0,0,6,0,0,6,0,21,0,0,0,0,0,0,0,0,26,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,12,0,0,0,0,10,0,3,0,0,0,0,0,11,0,3,0,11,1,0,0,0,10,0,5,17,7,3,0,0,0,1,5,0,0,0,0,0,0,22,0,0,1,0,0,1,50,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"3934x3757",0,0,9,0,0,0,0,1,36,0,1,1,9,0,0,0,0,0,3,5,0,6,0,0,12,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,35,0,0,8,1,0,0,0,0,0,0,0,0,0,6,0,0,0,11,5,0,0,0,0,0,3,0,0,0,0,0,0,0,3,9,0,0,0,1,0,0,2,16,4,0,0,0,0,4,0,0,12,0,2,0,0,0,12,0,2,0,12,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,51,6,7,9,0,0,0,0,17,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,18,4,0,28,12,0
"3956x4150",2,0,38,7,8,0,0,2,44,0,21,13,4,2,0,0,0,0,19,10,1,1,0,0,0,0,11,4,0,0,0,0,38,0,0,7,40,0,1,8,0,29,36,0,0,3,0,7,0,0,0,0,0,0,0,0,12,0,0,0,29,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,6,31,24,0,3,0,0,19,0,4,7,0,2,0,0,15,0,0,9,19,1,0,4,11,0,0,13,12,2,0,2,1,1,2,0,0,0,2,21,1,2,0,1,0,1,0,0,0,223,4,0,14,0,0,2,0,1,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,30,6,9,14,5,0
"3943x3148",0,0,20,0,1,2,0,0,36,0,17,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,10,0,3,0,0,0,4,0,0,0,0,0,0,0,0,1,12,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,15,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,16,0,0,0,6,1,0,0,7,0,0,0,1,1,0,7,0,14,0,0,6,0,0,0,35,11,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,86,3,0,3,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,0,0,0,2,0
"3974x3879",0,0,13,0,0,0,0,1,17,0,1,0,0,0,0,0,1,0,0,4,0,0,5,0,2,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,2,13,0,0,0,0,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,6,5,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,4,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,6,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,7,0,0,0,6,0
"3940x2689",3,0,8,0,5,2,0,11,18,0,0,0,2,3,0,0,3,0,5,0,2,11,0,0,0,11,0,0,0,0,0,0,3,0,0,0,7,0,2,8,1,0,15,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,19,7,0,0,0,0,0,2,0,0,0,0,0,11,1,0,0,0,0,0,1,0,1,0,3,2,2,0,0,0,0,0,0,0,9,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,7,0,4,6,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,20,0,0,14,0,0
"3947x3581",0,0,0,0,0,1,0,0,0,0,25,0,30,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,2,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"3972x2174",4,0,33,0,0,0,0,1,28,0,12,0,1,0,1,0,0,0,8,1,0,0,1,0,12,0,4,0,12,0,0,0,0,8,0,0,12,0,0,0,0,27,27,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,4,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,14,72,15,0,0,0,0,7,0,9,19,0,0,0,2,3,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,8,0,0,0,0,0,0,0,0,0,43,0,0,0,4,0,80,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,1,6,2,0
"3992x224",0,0,64,0,3,1,0,11,15,2,13,0,0,6,0,2,0,0,3,17,0,2,0,0,44,4,7,0,9,0,0,0,1,3,0,0,0,0,0,0,2,6,48,0,0,32,2,0,14,0,0,0,1,0,0,0,24,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,0,1,0,13,0,1,0,0,0,0,0,17,0,4,0,0,0,0,0,19,14,0,2,0,10,0,18,14,0,0,0,16,0,0,0,2,18,4,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,15,97,0,0,8,0,0,2,3,10,0,28,0,0,0,5,7,5,2,0,2,9,0,2,0,0,0,0,0,44,0,2,1,10,0
"4008x1037",0,0,12,0,1,0,0,0,0,0,13,2,22,0,0,0,0,0,0,24,0,0,0,0,0,0,4,0,0,0,0,0,6,1,4,0,0,0,2,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,18,4,0,0,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,4,0,0,0,12,6,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,17,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,0,0,0,1,0
"3996x2018",0,0,14,0,0,0,0,0,7,0,8,0,3,0,1,0,0,0,0,23,0,0,0,0,0,0,12,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,9,12,3,0,0,0,0,1,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,26,0,0,6,1,0,945,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0
"4012x2519",0,17,6,0,1,1,0,1,35,0,4,28,0,3,4,0,0,0,5,2,2,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,37,2,1,0,0,0,8,0,0,0,0,5,9,0,0,0,1,0,0,0,2,0,0,0,14,2,0,0,0,0,2,1,0,0,0,0,0,1,6,0,1,0,0,0,0,0,0,0,7,2,2,4,26,1,36,16,0,6,8,8,0,1,4,7,0,6,0,6,0,0,0,0,0,0,32,17,1,45,3,0,0,2,0,0,0,6,1,0,0,7,0,0,1,0,0,0,34,1,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,1,4,0,4,0,0,0,0,0,7,0,3,7,1,3
"4026x2847",5,0,3,0,4,0,1,0,28,4,30,0,4,0,0,0,0,0,0,11,0,10,0,0,12,1,4,0,0,0,3,0,0,0,0,18,0,4,0,9,0,0,39,0,2,22,0,0,0,2,0,1,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,3,0,4,30,0,0,0,0,0,0,11,19,16,0,14,1,0,8,8,6,5,0,0,0,0,0,0,0,14,1,0,9,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,5,50,2,0,2,0,0,0,0,15,0,21,0,0,0,0,5,0,0,2,0,10,0,5,0,1,0,2,0,26,6,0,7,0,0
"4007x6258",2,0,9,7,8,3,0,0,9,0,0,2,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,7,0,0,0,0,10,0,0,34,6,28,0,0,0,35,0,0,0,9,49,1,0,0,0,0,0,0,0,3,0,0,0,19,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,5,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,29,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0
"4003x4792",0,0,0,0,5,2,0,0,41,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,44,0,1,10,0,0,20,0,0,0,0,9,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,2,0,0,6,0,0,4,0,1,27,0,0,0,0,0,0,0,27,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,30,0,4,1,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,16,0
"4056x1245",0,0,7,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,6,0,0,0,0,14,0,1,0,1,7,0,2,0,21,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,3,68,1,0,1,0,0,0,0,1,0,5,0,1,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,5,0,3
"4063x3450",0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,2,26,0,0,0,0,0,0,0,4,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,78,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4052x4572",0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,13,0,3,0,0,29,8,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,7,3,0,0,0,0,0,0,1,0,0,1,0,6,0,0,0,0,0,0,0,0,0,15,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"4091x1491",6,5,9,0,0,1,4,0,8,0,14,0,0,0,0,0,0,0,6,11,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,15,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,9,10,2,0,0,0,0,0,0,0,3,9,0,0,0,1,0,0,0,0,0,0,96,0,0,2,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,3,3,0
"4099x2666",0,9,2,0,17,2,0,1,14,4,0,23,4,19,0,0,0,0,9,17,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,16,0,0,6,23,0,0,0,0,41,7,0,0,0,0,0,0,0,14,0,0,0,37,10,0,0,0,0,2,0,0,0,0,0,0,9,0,0,2,0,12,10,0,0,0,0,15,0,6,4,0,1,4,6,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,4,1,0,23,3,1,15,0,0,0,0,1,0,0,4,6,0,0,9,0,6,4,0,0,0,46,0,0,12,0,0,0,0,0,0,11,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,4,2
"4064x6440",0,0,0,0,0,0,0,1,4,7,2,0,0,1,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,13,0,2,0,0,0,18,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,35,0,0,0,0,0,3,0,0,0,3,0,0,7,2,0,0,0,0,2,0,0,2,6,0,1,2,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,21,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,1,4,0,4,15,3,0
"4084x6565",1,2,0,0,15,0,0,0,12,0,0,23,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,13,3,0,0,8,0,3,0,0,0,4,0,0,0,2,3,7,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,4,0,0,0,2,0,4,0,4,0,12,0,1,0,0,2,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,23,0
"4097x6103",0,0,0,0,1,1,0,0,3,0,7,0,0,11,0,0,0,0,2,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,16,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,0,0,1,0,0,0,0,21,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,2,0
"4104x5106",0,0,4,2,4,0,0,0,26,0,7,0,7,0,0,0,0,0,27,1,0,0,0,0,0,12,5,0,0,0,0,0,0,8,0,0,21,0,3,0,0,0,45,0,0,1,0,0,1,0,0,0,0,2,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,3,0,0,0,0,0,0,5,0,10,0,0,6,0,0,5,6,0,0,4,0,0,4,2,16,0,0,0,0,18,0,16,0,0,0,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,0,0,0,232,3,0,0,0,0,0,3,6,9,6,0,1,0,3,0,0,0,0,1,0,0,0,0,0,3,0,3,2,0,23,13,9,1
"4097x2291",0,0,3,0,6,0,0,0,2,0,4,16,0,0,35,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,9,3,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,3,9,0,29,8,0,2,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,68,2,12,0,6,0,0,0
"4089x528",5,2,32,1,6,7,0,22,32,14,5,2,1,2,4,0,0,0,49,27,0,2,0,4,22,0,8,0,0,14,15,0,7,5,0,0,40,2,14,2,0,28,26,0,0,2,0,8,7,0,1,2,0,0,0,5,4,0,0,0,43,6,1,1,0,0,0,0,0,1,0,0,0,5,0,0,2,0,0,0,0,0,1,0,0,8,35,0,1,0,7,3,0,1,6,5,0,6,0,0,0,27,0,17,0,0,0,3,0,0,0,2,0,11,6,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,166,16,0,10,0,0,1,4,2,0,32,0,2,0,0,0,0,0,0,12,1,0,0,0,0,0,5,0,26,2,34,0,10,0
"4110x3586",0,0,2,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,1,8,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"4108x5879",0,0,0,0,2,3,0,0,4,0,0,0,1,0,0,0,0,0,12,3,0,0,0,0,1,0,3,0,0,0,0,0,10,3,0,3,57,3,18,12,0,0,29,0,0,0,0,43,4,0,0,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,7,22,0,2,2,1,3,0,0,0,0,2,5,1,0,0,0,0,0,0,15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99,0,0,0,0,0,0,0,2,20,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,8,0,10,0
"4147x2123",0,0,0,2,6,0,0,0,7,0,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,1,0,14,2,0,0,0,0,0,0,0,0,27,0,0,0,0,0,30,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"4135x2429",0,6,13,0,2,0,0,6,33,0,1,1,0,0,12,0,0,0,3,8,0,2,1,0,21,12,5,0,0,0,5,0,23,0,0,0,21,0,1,0,0,22,33,0,1,6,0,2,4,0,0,0,0,0,0,0,17,0,0,0,11,0,13,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,1,12,0,0,0,11,0,24,16,3,5,2,0,2,0,7,0,0,0,0,4,0,9,0,43,4,8,14,0,0,0,0,1,0,0,6,6,0,0,0,0,0,0,0,0,0,38,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,5,0,0
"4180x4528",3,0,0,0,4,2,0,0,13,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,40,3,3,8,0,0,14,0,7,9,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,15,0,0,25,0,0,0,0,1,0,4,8,0,0,0,2,1,2,8,24,4,0,0,20,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,74,0,0,8,6,0,23,0,0,9,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,10,0,0,14,0,0
"4177x5444",0,18,26,0,19,0,14,4,25,0,2,9,0,0,0,0,3,1,2,0,0,1,0,0,0,0,25,0,0,0,0,0,19,7,0,0,191,10,37,0,0,1,34,0,2,4,0,52,35,0,0,0,3,0,0,0,2,0,0,0,41,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,9,0,0,1,0,16,2,0,6,59,0,9,5,11,0,0,0,1,0,7,39,21,0,0,5,0,0,0,19,6,3,0,5,0,0,1,0,0,2,0,3,0,0,0,7,0,0,0,0,0,85,3,0,3,0,0,0,0,0,3,1,0,0,0,0,1,4,2,0,0,0,0,0,0,1,2,0,0,0,9,1,15,14,0
"4199x1841",0,0,7,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,26,6,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,16,0,0,0,0,0,0,18,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0
"4241x4940",0,0,0,0,1,0,0,0,1,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,14,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,13,0,0,0,1,2,0,0,1,0,0,7,1,0,0,0,0,0,0,0,0,0,12,5,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
